date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:15	57097/57097	---M--	200	added ('OK')	image/png	etag:%22622f38c7-df09%22	https://www.cefar.co.uk/assets/images/about/team/stefan.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/stefanb9d7.png	(from https://www.cefar.co.uk/about)
12:50:16	341346/341346	---M--	200	added ('OK')	image/png	etag:%226197b28c-53562%22	https://www.cefar.co.uk/assets/images/partners.png?v=1678898877	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/partners29ed.png	(from https://www.cefar.co.uk/about)
12:50:16	55778/55778	---M--	200	added ('OK')	image/png	etag:%22622f38ce-d9e2%22	https://www.cefar.co.uk/assets/images/about/team/roy.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/royb9d7.png	(from https://www.cefar.co.uk/about)
12:50:16	386857/386857	---M--	200	added ('OK')	image/png	etag:%225d823327-5e729%22	https://www.cefar.co.uk/assets/images/about/este-phone.png?v=1549276661	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/este-phonee417.png	(from https://www.cefar.co.uk/about)
12:50:16	46960/46960	---M--	200	added ('OK')	image/png	etag:%22622f38d8-b770%22	https://www.cefar.co.uk/assets/images/about/team/james.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/jamesb9d7.png	(from https://www.cefar.co.uk/about)
12:50:16	20771/20771	---M--	200	added ('OK')	image/jpeg	etag:%2263d25f88-5123%22	https://www.cefar.co.uk/assets/images/about/team/matt.jpg?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/mattb9d7.jpg	(from https://www.cefar.co.uk/about)
12:50:16	95322/95322	---M--	200	added ('OK')	image/png	etag:%2264cbbd8a-1745a%22	https://www.cefar.co.uk/assets/images/about/team/tom.png?v=1702053837	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/tom4bc6.png	(from https://www.cefar.co.uk/about)
12:50:17	56176/56176	---M--	200	added ('OK')	image/png	etag:%22622f38d4-db70%22	https://www.cefar.co.uk/assets/images/about/team/liam.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/liamb9d7.png	(from https://www.cefar.co.uk/about)
12:50:17	58297/58297	---M--	200	added ('OK')	image/png	etag:%22622f38dd-e3b9%22	https://www.cefar.co.uk/assets/images/about/team/dan.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/danb9d7.png	(from https://www.cefar.co.uk/about)
12:50:17	53982/53982	---M--	200	added ('OK')	image/png	etag:%22622f38c7-d2de%22	https://www.cefar.co.uk/assets/images/about/team/surinder.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/surinderb9d7.png	(from https://www.cefar.co.uk/about)
12:50:17	60493/60493	---M--	200	added ('OK')	image/png	etag:%22622f38d4-ec4d%22	https://www.cefar.co.uk/assets/images/about/team/matt.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/mattb9d7.png	(from https://www.cefar.co.uk/about)
12:50:18	55667/55667	---M--	200	added ('OK')	image/png	etag:%22622f38dd-d973%22	https://www.cefar.co.uk/assets/images/about/team/david.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/davidb9d7.png	(from https://www.cefar.co.uk/about)
12:50:18	63806/63806	---M--	200	added ('OK')	image/png	etag:%22622f38d8-f93e%22	https://www.cefar.co.uk/assets/images/about/team/kailum.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/kailumb9d7.png	(from https://www.cefar.co.uk/about)
12:50:18	45922/45922	---M--	200	added ('OK')	image/png	etag:%2265734840-b362%22	https://www.cefar.co.uk/assets/images/about/team/alex.png?v=1702053824	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/alex4555.png	(from https://www.cefar.co.uk/about)
12:50:18	87465/87465	---M--	200	added ('OK')	image/png	etag:%22625434b9-155a9%22	https://www.cefar.co.uk/assets/images/about/team/michael.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/about/team/michaelb9d7.png	(from https://www.cefar.co.uk/about)
12:50:19	271195/271195	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264de1f60-4235b%22	https://www.cefar.co.uk/assets/js/app.min.js?v=1702053935	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/js/app.min237c.js	(from https://www.cefar.co.uk/about)
12:50:19	18004/18004	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Dec%202023%2017:50:09%20GMT	https://www.cefar.co.uk/case-studies/plug-in-therapy	C:/My%20Web%20Sites/A/www.cefar.co.uk/case-studies/plug-in-therapy.html	(from https://www.cefar.co.uk/our-work)
12:50:19	173486/173486	---M--	200	added ('OK')	image/png	etag:%2264538754-2a5ae%22	https://www.cefar.co.uk/assets/images/cases/plug-in-therapy.png?v=1683195730	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/plug-in-therapy8444.png	(from https://www.cefar.co.uk/our-work)
12:50:19	19525/19525	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Dec%202023%2017:50:09%20GMT	https://www.cefar.co.uk/case-studies/ginetta	C:/My%20Web%20Sites/A/www.cefar.co.uk/case-studies/ginetta.html	(from https://www.cefar.co.uk/our-work)
12:50:20	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Dec%202023%2017:50:10%20GMT	https://www.cefar.co.uk/case-studies/penstripe	C:/My%20Web%20Sites/A/www.cefar.co.uk/case-studies/penstripe	(from https://www.cefar.co.uk/our-work)
12:50:20	194754/194754	---M--	200	added ('OK')	image/png	etag:%2264538e36-2f8c2%22	https://www.cefar.co.uk/assets/images/cases/ginetta.png?v=1683197491	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/ginettac8c8.png	(from https://www.cefar.co.uk/our-work)
12:50:20	20791/20791	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Dec%202023%2017:50:10%20GMT	https://www.cefar.co.uk/case-studies/data-entry	C:/My%20Web%20Sites/A/www.cefar.co.uk/case-studies/data-entry.html	(from https://www.cefar.co.uk/our-work)
12:50:20	160510/160510	---M--	200	added ('OK')	image/png	etag:%226335c675-272fe%22	https://www.cefar.co.uk/assets/images/cases/penstripe.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/penstripeb9d7.png	(from https://www.cefar.co.uk/our-work)
12:50:20	50424/50424	---M--	200	added ('OK')	image/jpeg	etag:%22623c5451-c4f8%22	https://www.cefar.co.uk/assets/images/cases/data-entry.jpg?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/data-entryb9d7.jpg	(from https://www.cefar.co.uk/our-work)
12:50:20	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Dec%202023%2017:50:11%20GMT	https://www.cefar.co.uk/case-studies/nhs	C:/My%20Web%20Sites/A/www.cefar.co.uk/case-studies/nhs	(from https://www.cefar.co.uk/our-work)
12:50:21	10800/10800	---M--	200	added ('OK')	image/png	etag:%226335c675-2a30%22	https://www.cefar.co.uk/assets/images/cases/nhs.png?v=1678898876	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/nhsb9d7.png	(from https://www.cefar.co.uk/our-work)
12:50:21	102671/102671	---M--	200	added ('OK')	image/jpeg	etag:%225f3aae99-1910f%22	https://www.cefar.co.uk/assets/images/cases/approved-workforce.jpg?v=1597681271	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/approved-workforce4b31.jpg	(from https://www.cefar.co.uk/our-work)
12:50:21	18826/18826	---M--	200	added ('OK')	image/jpeg	etag:%225de8dc46-498a%22	https://www.cefar.co.uk/assets/images/cases/balconyuk.jpg?v=1575975121	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/balconyuk8e7e.jpg	(from https://www.cefar.co.uk/our-work)
12:50:21	94795/94795	---M--	200	added ('OK')	image/jpeg	etag:%225de8dc46-1724b%22	https://www.cefar.co.uk/assets/images/cases/ehs.jpg?v=1575975121	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/ehs8e7e.jpg	(from https://www.cefar.co.uk/our-work)
12:50:22	28306/28306	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Dec%202023%2017:50:12%20GMT	https://www.cefar.co.uk/case-studies/este-couture	C:/My%20Web%20Sites/A/www.cefar.co.uk/case-studies/este-couture.html	(from https://www.cefar.co.uk/our-work)
12:50:22	1463/1463	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d823327-5b7%22	https://www.cefar.co.uk/assets/images/cases/badges/award.svg?v=1525358494	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/badges/award2563.svg	(from https://www.cefar.co.uk/our-work)
12:50:22	208192/208192	---M--	200	added ('OK')	image/jpeg	etag:%225de8dc46-32d40%22	https://www.cefar.co.uk/assets/images/cases/este-couture.jpg?v=1575975121	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/este-couture8e7e.jpg	(from https://www.cefar.co.uk/our-work)
12:50:23	12381/12381	---M--	200	added ('OK')	image/png	etag:%2263484bc5-305d%22	https://www.cefar.co.uk/assets/images/design/grey-design-icon.png?v=1678898877	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/design/grey-design-icon29ed.png	(from https://www.cefar.co.uk/web-design/development)
12:50:23	7080/7080	---M--	200	added ('OK')	image/png	etag:%2263484bc5-1ba8%22	https://www.cefar.co.uk/assets/images/design/grey-dev-icon.png?v=1678898877	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/design/grey-dev-icon29ed.png	(from https://www.cefar.co.uk/web-design/development)
12:50:23	15861/15861	---MCZ	200	added ('OK')	text/html	etag:W/%223df5-60a45fe232040%22	https://www.cefar.co.uk/web-design/hosting-website-maintenance	C:/My%20Web%20Sites/A/www.cefar.co.uk/web-design/hosting-website-maintenance.html	(from https://www.cefar.co.uk/web-design/development)
12:50:23	1614/1614	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22647a0f58-64e%22	https://www.cefar.co.uk/assets/images/development/hosting-icon.svg?v=1683632178	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/development/hosting-icond03b.svg	(from https://www.cefar.co.uk/web-design/development)
12:50:24	2561/2561	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22647a0f58-a01%22	https://www.cefar.co.uk/assets/images/development/portals-icon.svg?v=1683632180	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/development/portals-icona945.svg	(from https://www.cefar.co.uk/web-design/development)
12:50:24	871/871	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22647a0f58-367%22	https://www.cefar.co.uk/assets/images/development/mob-dev-icon.svg?v=1683632166	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/development/mob-dev-icon743d.svg	(from https://www.cefar.co.uk/web-design/development)
12:50:25	202259/202259	---M--	200	added ('OK')	image/png	etag:%2264dce640-31613%22	https://www.cefar.co.uk/assets/images/web-design/bbas.png?v=1692198462	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/web-design/bbasdcbf.png	(from https://www.cefar.co.uk/web-design/development)
12:50:25	15400/15400	---MCZ	200	added ('OK')	text/html	etag:W/%223c28-60a45fe232040%22	https://www.cefar.co.uk/web-design/cms	C:/My%20Web%20Sites/A/www.cefar.co.uk/web-design/cms.html	(from https://www.cefar.co.uk/web-design/development)
12:50:25	88392/88392	---M--	200	added ('OK')	image/png	etag:%2264dce651-15948%22	https://www.cefar.co.uk/assets/images/web-design/ginetta.png?v=1692198478	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/web-design/ginetta010b.png	(from https://www.cefar.co.uk/web-design/development)
12:50:25	140099/140099	---M--	200	added ('OK')	image/png	etag:%2264dce649-22343%22	https://www.cefar.co.uk/assets/images/web-design/ehs.png?v=1692198471	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/web-design/ehs365e.png	(from https://www.cefar.co.uk/web-design/development)
12:50:27	372078/372078	---M--	200	added ('OK')	image/png	etag:%2264b95539-5ad6e%22	https://www.cefar.co.uk/assets/images/cases/eatons/menu.png?v=1689867577	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/menub04e.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:27	34646/34646	---M--	200	added ('OK')	image/png	etag:%2264b95ebf-8756%22	https://www.cefar.co.uk/assets/images/cases/eatons/menu-mobile.png?v=1689870015	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/menu-mobileb4f7.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:27	371396/371396	---M--	200	added ('OK')	image/png	etag:%2264ba68ba-5aac4%22	https://www.cefar.co.uk/assets/images/cases/eatons/brand-guidelines.png?v=1689938106	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/brand-guidelines8903.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:30	624726/624726	---M--	200	added ('OK')	image/png	etag:%2264b95538-98856%22	https://www.cefar.co.uk/assets/images/cases/eatons/brand-guidelines-2.png?v=1689867576	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/brand-guidelines-245ec.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:30	579958/579958	---M--	200	added ('OK')	image/png	etag:%2264b95538-8d976%22	https://www.cefar.co.uk/assets/images/cases/eatons/brand-guide.png?v=1689867576	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/brand-guide45ec.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:30	4282131/4282131	---M--	200	added ('OK')	image/png	etag:%2264b95539-415713%22	https://www.cefar.co.uk/assets/images/cases/eatons/home.png?v=1689867577	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/homeb04e.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:30	3484409/3484409	---M--	200	added ('OK')	image/png	etag:%2264b95539-352af9%22	https://www.cefar.co.uk/assets/images/cases/eatons/service-dispute.png?v=1689867577	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/service-disputeb04e.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:32	53651/53651	---M--	200	added ('OK')	image/png	etag:%2264ba68ef-d193%22	https://www.cefar.co.uk/assets/images/cases/eatons/email-2.png?v=1689938159	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/email-22162.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:32	43339/43339	---M--	200	added ('OK')	image/png	etag:%2264ba68ef-a94b%22	https://www.cefar.co.uk/assets/images/cases/eatons/email-1.png?v=1689938159	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/email-12162.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:32	55295/55295	---M--	200	added ('OK')	image/png	etag:%2264ba68ef-d7ff%22	https://www.cefar.co.uk/assets/images/cases/eatons/email-3.png?v=1689938159	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/email-32162.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:32	3106094/3106094	---M--	200	added ('OK')	image/png	etag:%2264b95538-2f652e%22	https://www.cefar.co.uk/assets/images/cases/eatons/blog-overview.png?v=1689867576	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/blog-overview45ec.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:35	395162/395162	---M--	200	added ('OK')	video/mp4	etag:%226218e5cf-6079a%22	https://www.cefar.co.uk/assets/images/cases/solros/banner.mp4?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/banner7388.mp4	(from https://www.cefar.co.uk/case-studies/solros)
12:50:35	2782162/2782162	---M--	200	added ('OK')	image/png	etag:%2264b95538-2a73d2%22	https://www.cefar.co.uk/assets/images/cases/eatons/blog-post.png?v=1689867576	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/blog-post45ec.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:36	429305/429305	---M--	200	added ('OK')	image/png	etag:%226218e5cf-68cf9%22	https://www.cefar.co.uk/assets/images/cases/solros/banner.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/banner7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:36	26704/26704	---M--	200	added ('OK')	image/png	etag:%226218e5cf-6850%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-1.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-17388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:36	270344/270344	---M--	200	added ('OK')	image/png	etag:%226218e5cf-42008%22	https://www.cefar.co.uk/assets/images/cases/solros/solros-monitor.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/solros-monitor7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:36	11873/11873	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226218e5cf-2e61%22	https://www.cefar.co.uk/assets/images/cases/solros/solros-logo.svg?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/solros-logo7388.svg	(from https://www.cefar.co.uk/case-studies/solros)
12:50:37	3101952/3101952	---M--	200	added ('OK')	image/png	etag:%2264cbbd8a-2f5500%22	https://www.cefar.co.uk/assets/images/cases/eatons/contact.png?v=1691073930	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/contact4085.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:37	16519/16519	---M--	200	added ('OK')	image/png	etag:%226218e5cf-4087%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-dark-blue.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-dark-blue7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:37	21104/21104	---M--	200	added ('OK')	image/png	etag:%226218e5cf-5270%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-blue.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-blue7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:38	20960/20960	---M--	200	added ('OK')	image/png	etag:%226218e5cf-51e0%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-dark-orange.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-dark-orange7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:38	1801783/1801783	---M--	200	added ('OK')	image/png	etag:%2264b95539-1b7e37%22	https://www.cefar.co.uk/assets/images/cases/eatons/wills-questionnaire.png?v=1689867577	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/eatons/wills-questionnaireb04e.png	(from https://www.cefar.co.uk/case-studies/eatons)
12:50:38	999231/999231	---M--	200	added ('OK')	image/png	etag:%226218e5cf-f3f3f%22	https://www.cefar.co.uk/assets/images/cases/solros/website-mockup.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/website-mockup7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:38	16592/16592	---M--	200	added ('OK')	image/png	etag:%226218e5cf-40d0%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-orange.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-orange7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:38	20608/20608	---M--	200	added ('OK')	image/png	etag:%226218e5cf-5080%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-yellow.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-yellow7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:38	20166/20166	---M--	200	added ('OK')	image/png	etag:%226218e5cf-4ec6%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-grey.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-grey7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:38	14650/14650	---M--	200	added ('OK')	image/png	etag:%226218e5cf-393a%22	https://www.cefar.co.uk/assets/images/cases/solros/leaf-white.png?v=1645798863	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/cases/solros/leaf-white7388.png	(from https://www.cefar.co.uk/case-studies/solros)
12:50:39	790/790	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d823328-316%22	https://www.cefar.co.uk/assets/images/arrow-right.svg?v=1568813864	C:/My%20Web%20Sites/A/www.cefar.co.uk/assets/images/arrow-rightd24f.svg	(from https://www.cefar.co.uk/case-studies/solros)
